iter	RMSE
130	38.08067599
131	38.04704697
132	37.82357737
133	37.67720181
134	37.51277706
135	37.31092984
136	37.24274205
137	37.08017294
138	36.922252
139	36.9116121
140	36.89990558
141	36.74445251
142	36.65795272
143	36.59433716
144	36.41022923
145	36.26090333
146	36.06567366
147	36.01353702
148	35.96515552
149	35.81124224
150	35.63422042
151	35.5530968
152	35.40170406
153	35.25305401
154	35.21278471
155	35.02865235
156	34.98280555
157	34.97606207
158	34.94632205
159	34.78771737
160	34.68207716
161	34.66248129
162	34.47944242
163	34.45862197
164	34.27883264
165	34.24719241
166	34.10961571
167	33.95279737
168	33.82236292
169	33.68529241
170	33.55374219
171	33.38305192
172	33.33789067
173	33.20463948
174	33.07978641
175	33.0649611
176	32.93527755
177	32.78875461
178	32.75070379
179	32.70562395
180	32.52498765
181	32.43425405
182	32.31534379
183	32.1600622
184	32.05808464
185	32.01680073
186	32.00523256
187	31.85988241
188	31.7421141
189	31.62092172
190	31.57111838
191	31.48107182
192	31.3331978
193	31.21777684
194	31.10186061
195	31.00697419
196	30.96902448
197	30.93803155
198	30.82605604
199	30.77817294
200	30.73028066
201	30.69690418
202	30.57171981
203	30.52932451
204	30.40693995
205	30.29820699
206	30.24619158
207	30.23653148
208	30.2073919
209	30.17013272
210	30.11525369
211	30.09378714
212	30.04822903
213	29.91971425
214	29.77732949
215	29.67223848
216	29.58430094
217	29.54709035
218	29.44421839
219	29.40862743
220	29.36939715
221	29.35863766
222	29.23284308
223	29.13167987
224	29.01363224
225	28.97396402
226	28.9227	26.78169778
228	26.66500796
229	26.57093496
230	26.45441149
231	26.41755781
232	26.30870835
233	26.22388408
234	26.2098624
235	26.10364097
236	26.00184325
237	25.91024298
238	25.87238	27.239	25.8239	27.6531241
240	27.59781412
241	27.48518112
242	27.42983802
243	27.3244	25.4244	27.19752339
245	27.079115
246	26.96201989
247	26.90488565
248	26.85678725
249	26.746250	25.01719376
251	24.93203766
252	24.88402933
253	24.77510035
254	24.6787679
255	24.58578781
256	24.57434188
257	24.45334031
258	24.36000844
259	24.29196302
260	24.25238966
261	24.21156344
262	24.1430256
263	24.06281751
264	23.97267173
265	23.93724865
266	23.88178083
267	23.79384185
268	23.68061305
269	23.60388211
270	23.51522402
271	23.42829373
272	23.35333929
273	23.26600186
274	23.17179173
275	23.10707426
276	23.03576793
277	22.9520285
278	22.87116149
279	22.85394306
280	22.78346695
281	22.70831402
282	22.66703439
283	22.58983952
284	22.51118476
285	22.4360911
286	22.36007386
287	22.32227154
288	22.27783865
289	22.1903302
290	22.13839985
291	22.12076602
292	22.04947373
293	21.97567778
294	21.90322484
295	21.82426048
296	21.74882929
297	21.67214592
298	21.60115068
299	21.51848957
300	21.44932056
301	21.38882157
302	21.35460139
303	21.3130378
304	21.24588315
305	21.17943529
306	21.11394372
307	21.05000401
308	20.99554456
309	20.93141156
310	20.87788718
311	20.81381599
312	20.74150596
313	20.67903508
314	20.60771373
315	20.54854093
316	20.49161415
317	20.42946431
318	20.37647755
319	20.31918817
320	20.31049752
321	20.26922494
322	20.23235907
323	20.18087222
324	20.12919514
325	20.09031645
326	20.03551743
327	19.98455746
328	19.93599294
329	19.88680185
330	19.83169485
331	19.79398088
332	19.76172633
333	19.68724229
334	19.64722128
335	19.60964627
336	19.55477527
337	19.51789824
338	19.4472856
339	19.4074901
340	19.37159006
341	19.32669948
342	19.28152043
343	19.23895251
344	19.18969518
345	19.13951721
346	19.10006141
347	19.03914779
348	18.99440173
349	18.95876488
350	18.90478716
351	18.87636032
352	18.84169272
353	18.80682461
354	18.76932489
355	18.75730824
356	18.72360577
357	18.6861424
358	18.63905132
359	18.5881854
360	18.55547253
361	18.52325275
362	18.47238904
363	18.44084921
364	18.39315181
365	18.35649642
366	18.32539562
367	18.320913
368	18.28597891
369	18.24889437
370	18.21885736
371	18.1565272
372	18.12441516
373	18.09447822
374	18.06819306
375	18.01606222
376	17.98213352
377	17.95146673
378	17.90614383
379	17.86654607
380	17.83722747
381	17.79564146
382	17.75116755
383	17.70761376
384	17.67319893
385	17.64389352
386	17.61494053
387	17.56879534
388	17.50690146
389	17.47249498
390	17.43422772
391	17.42476032
392	17.3831826
393	17.3275863
394	17.2991669
395	17.2713645
396	17.23996651
397	17.21089521
398	17.18344307
399	17.15621069
400	17.11985502
401	17.06078628
402	17.02770501
403	16.98692324
404	16.95378106
405	16.92462764
406	16.89743688
407	16.8535112
408	16.82467778
409	16.7984625
410	16.77148259
411	16.74349945
412	16.71553741
413	16.67871715
414	16.63590172
415	16.6110017
416	16.56905037
417	16.56343319
418	16.53174078
419	16.48990394
420	16.45324357
421	16.42812169
422	16.37701559
423	16.34384455
424	16.28749153
425	16.25585099
426	16.23093793
427	16.1818682
428	16.1444827
429	16.11756638
430	16.0941465
431	16.06434935
432	16.04122838
433	16.00376483
434	15.98115184
435	15.95100193
436	15.92023865
437	15.90498406
438	15.88291773
439	15.85152476
440	15.8297512
441	15.80167172
442	15.74953158
443	15.72757229
444	15.70190435
445	15.66327532
446	15.63531518
447	15.60682993
448	15.58542322
449	15.56412378
450	15.53580146
451	15.51499243
452	15.46792672
453	15.43344337
454	15.42583324
455	15.39570323
456	15.37363809
457	15.32854774
458	15.29994499
459	15.26022784
460	15.23578716
461	15.21393616
462	15.19200879
463	15.16562184
464	15.13931273
465	15.12585106
466	15.09590194
467	15.06472022
468	15.03491922
469	15.00272365
470	14.97105389
471	14.9300651
472	14.89900173
473	14.87368427
474	14.83283302
475	14.79535646
476	14.76710815
477	14.72480068
478	14.71959039
479	14.6898352
480	14.67017389
481	14.63933838
482	14.60108797
483	14.58780208
484	14.56674345
485	14.52244674
486	14.49801953
487	14.46929382
488	14.46638907
489	14.43559584
490	14.41085379
491	14.38649229
492	14.35239775
493	14.30862355
494	14.28071584
495	14.27646059
496	14.25748167
497	14.21496059
498	14.17493968
499	14.13123961
500	14.11792226
501	14.07800898
502	14.05548537
503	14.01871397
504	13.99400453
505	13.95522243
506	13.94971961
507	13.90142023
508	13.87864375
509	13.83579896
510	13.81372383
511	13.78171323
512	13.76085334
513	13.75668496
514	13.73001306
515	13.71110281
516	13.69732096
517	13.6560008
518	13.63727995
519	14.30716329
520	14.27632357
521	14.26855893
522	14.23506114
523	14.21461491
524	14.20230839
525	14.1707549
526	14.12856967
527	14.10473739
528	14.08871782
529	14.07486139
530	14.04365815
531	14.03779747
532	14.02093627
533	13.99739252
534	13.96050251
535	13.9466241
536	13.91361333
537	13.88806636
538	13.8799212
539	13.86284679
540	13.84754109
541	13.81729488
542	13.79887351
543	13.78036354
544	13.76671657
545	13.7275079
546	13.70135945
547	13.68201056
548	13.65922555
549	13.62988823
550	13.61939152
551	13.60514043
552	13.58130917
553	13.53943744
554	13.5043564
555	13.47506221
556	13.43488717
557	13.37694986
558	13.35999931
559	13.33196625
560	13.32114037
561	13.29417292
562	13.26501012
563	13.25743782
564	13.23517668
565	13.20859198
566	13.19036228
567	13.16204728
568	13.14667219
569	13.11334435
570	13.08697172
571	13.08544882
572	13.04459734
573	13.01572632
574	12.98287923
575	12.95753488
576	12.92823739
577	12.88846926
578	12.86392181
579	12.84163096
580	12.82064897
581	12.78507767
582	12.76520655
583	12.72735778
584	12.71430413
585	12.67629603
586	12.66821276
587	12.64395468
588	12.63183204
589	12.6171659
590	12.59184851
591	12.56607721
592	12.53348379
593	12.52033819
594	12.50287619
595	12.47946271
596	12.453866
597	12.41916195
598	12.37294343
599	12.32750213
600	12.3159982
601	12.29340559
602	12.26163043
603	12.22888789
604	12.21804049
605	12.19968236
606	12.18394484
607	12.16288024
608	12.14048442
609	12.12375587
610	12.12232482
611	12.10717997
612	12.08358463
613	12.06575371
614	12.05384564
615	12.02898863
616	12.02133186
617	12.00971186
618	11.98661274
619	11.97458988
620	11.9449235
621	11.92579819
622	11.89914268
623	11.88806277
624	11.86602695
625	11.85261063
626	11.84215459
627	11.83642678
628	11.81930244
629	11.8088164
630	11.79153288
631	11.77770861
632	11.75703066
633	11.74950706
634	11.74197119
635	11.73193214
636	11.71169186
637	11.69556668
638	11.69355084
639	11.66873499
640	11.64484909
641	11.63695807
642	11.61402647
643	11.58545198
644	11.57999598
645	11.57387279
646	11.551153
647	11.50816975
648	11.5047521
649	11.48277867
650	11.4625809
651	11.44186417
652	11.43202214
653	11.41036466
654	11.39418303
655	11.37639836
656	11.37486651
657	11.36962102
658	11.35362318
659	11.33012516
660	11.30991534
661	11.30274786
662	11.27355168
663	11.25830301
664	11.23949483
665	11.21669879
666	11.19410152
667	11.18883579
668	11.18093718
669	11.16277797
670	11.15930346
671	11.14662983
672	11.11773004
673	11.09164618
674	11.06717981
675	11.03900571
676	11.00799936
677	10.97850352
678	10.97417934
679	10.94842102
680	10.93159966
681	10.91002723
682	10.885415
683	10.87109401
684	10.84800729
685	10.83450883
686	10.81751212
687	10.78548703
688	10.76351762
689	10.74501772
690	10.73468044
691	10.71659188
692	10.70686146
693	10.69192702
694	10.67663346
695	10.65332821
696	10.64883107
697	10.62505569
698	10.59835204
699	10.58863754
700	10.57790683
701	10.56291303
702	10.54334688
703	10.53707224
704	10.51721325
705	10.49742905
706	10.48329405
707	10.46482135
708	10.44471745
709	10.42457069
710	10.39714103
711	10.37762396
712	10.34966384
713	10.34495578
714	10.31811499
715	10.29643781
716	10.28805735
717	10.27440694
718	10.26319034
719	10.24284107
720	10.22432754
721	10.22182135
722	10.20377369
723	10.18506017
724	10.1509591
725	10.12710994
726	10.10126671
727	10.08308021
728	10.0632441
729	10.05626931
730	10.03924387
731	10.01828504
732	10.00219891
733	9.986908511
734	9.966718398
735	9.942103065
736	9.930826795
737	9.917016548
738	9.900271282
739	9.885328973
740	9.872323618
741	9.857727508
742	9.842051701
743	9.833925895
744	9.817180871
745	9.799622606
746	9.791966836
747	9.773650077
748	9.765552556
749	9.751015159
750	9.736338315
751	9.711709296
752	9.687968752
753	9.670901216
754	9.650545918
755	9.624770139
756	9.612386704
757	9.602046209
758	9.587198786
759	9.567729081
760	9.55057433
761	9.533787157
762	9.517526377
763	9.50591761
764	9.500126473
765	9.488346784
766	9.470395738
767	9.460426285
768	9.446393229
769	9.428681576
770	9.423614938
771	9.416161219
772	9.410779307
773	9.393762014
774	9.363389543
775	9.348578333
776	9.329625939
777	9.322806411
778	9.314889636
779	9.310024827
780	9.298713068
781	9.296633976
782	9.291557061
783	9.28506261
784	9.264145925
785	9.243265718
786	9.221347609
787	9.212084155
788	9.185708018
789	9.179117363
790	9.162206706
791	9.132225867
792	9.127832787
793	9.116913346
794	9.083321263
795	9.077536245
796	9.063323939
797	9.050641459
798	9.031095046
799	9.012495463
800	9.011696981
801	9.010717246
802	9.005093376
803	8.992556736
804	8.97008356
805	8.95605567
806	8.941999562
807	8.928067078
808	8.906957552
809	8.889293259
810	8.882468959
811	8.876984061
812	8.866385
813	8.859497687
814	8.845228241
815	8.833196639
816	8.826632999
817	8.801203192
818	8.783274293
819	8.766802952
820	8.75143294
821	8.737783827
822	8.718768919
823	8.706109315
824	8.700648193
825	8.6981575
826	8.678763626
827	8.659970559
828	8.641540452
829	8.621990844
830	8.604612387
831	8.602035976
832	8.586800279
833	8.565277739
834	8.559006958
835	8.554069577
836	8.539204611
837	8.536587766
838	8.526811906
839	8.50844814
840	8.507518445
841	8.493529873
842	8.485598627
843	8.47586336
844	8.456690276
845	8.439191772
846	8.419960338
847	8.406954652
848	8.380953689
849	8.361612928
850	8.35398987
851	8.341231945
852	8.323342571
853	8.31066651
854	8.304454964
855	8.295293167
856	8.285202232
857	8.272702357
858	8.25814374
859	8.245237906
860	8.23119412
861	8.209340208
862	8.203959967
863	8.189409198
864	8.178399571
865	8.167147185
866	8.16028974
867	8.156361263
868	8.136842686
869	8.120715494
870	8.117440612
871	8.092774061
872	8.074990301
873	8.069821057
874	8.058599208
875	8.047131629
876	8.030266771
877	8.022331077
878	7.99841868
879	7.978164629
880	7.965262463
881	7.95358433
882	7.945207347
883	7.930808499
884	7.91936216
885	7.907332392
886	7.893316763
887	7.882538841
888	7.875181419
889	7.863656338
890	7.853511574
891	7.835884251
892	7.826105216
893	7.820325328
894	7.818764669
895	7.807329843
896	7.795680257
897	7.783524374
898	7.760667413
899	7.759811268
900	7.749890813
901	7.74766125
902	7.733922589
903	7.714217602
904	7.712302946
905	7.701794167
906	7.68955247
907	7.674253634
908	7.649613779
909	7.645962584
910	7.642052005
911	7.634226686
912	7.624664123
913	7.61160798
914	7.60600691
915	7.594735401
916	7.574886269
917	7.564971525
918	7.554765227
919	7.54098783
920	7.529641295
921	7.526508431
922	7.515627511
923	7.498041518
924	7.488941134
925	7.471980782
926	7.454809996
927	7.444064861
928	7.434773652
929	7.419013777
930	7.403629446
931	7.394445698
932	7.386240415
933	7.372303989
934	7.358778562
935	7.35346595
936	7.349558866
937	7.339725391
938	7.330389013
939	7.313984127
940	7.310474458
941	7.299042581
942	7.278378242
943	7.269012462
944	7.258706207
945	7.252732484
946	7.237242339
947	7.21594336
948	7.197684336
949	7.184163903
950	7.170860878
951	7.147756096
952	7.141180493
953	7.129973519
954	7.114009662
955	7.108112797
956	7.102867249
957	7.090093625
958	7.081736707
959	7.070193237
960	7.067544336
961	7.065237958
962	7.062901354
963	7.041777414
964	7.025452425
965	7.01173808
966	7.00927377
967	7.002367024
968	6.991656251
969	6.979704752
970	6.964037625
971	6.95352884
972	6.936547257
973	6.933248778
974	6.926502639
975	6.91413595
976	6.904869635
977	6.897284676
978	6.887209403
979	6.875865483
980	6.85556483
981	6.851792186
982	6.849423826
983	6.830999015
984	6.820843452
985	6.818453828
986	6.813279627
987	6.802649315
988	6.786993397
989	6.778059818
990	6.773229226
991	6.761977177
992	6.751967722
993	6.734785239
994	6.72588557
995	6.71772453
996	6.715052687
997	6.695773613
998	6.685152156
999	6.678082421
